geometry,name,longitude,latitude,amenity_type
POINT (-0.306664 51.5220903),Hail & Ride Montpelier Road,-0.306664,51.5220903,bus_station
POINT (-0.3075081 51.5221831),Montpelier Road,-0.3075081,51.5221831,bus_station
POINT (-0.3065683 51.5215475),Montpelier Road,-0.3065683,51.5215475,bus_station
POINT (-0.3060069 51.522224),Hail & Ride Montpelier Road,-0.3060069,51.522224,bus_station
POINT (-0.1090283 51.3429834),Montpelier Road,-0.1090283,51.3429834,bus_station
POINT (-0.1104925 51.3420493),Montpelier Road,-0.1104925,51.3420493,bus_station
POINT (0.009724 51.469085),Montpelier Row,0.009724,51.469085,bus_station
POINT (0.0108166 51.4698447),Montpelier Row,0.0108166,51.4698447,bus_station
POINT (-0.0222804 51.4429429),Hail & Ride Montreal House,-0.0222804,51.4429429,bus_station
POINT (-0.2638662 51.5974229),Montrose Avenue / Unitas Youth Zone,-0.2638662,51.5974229,bus_station
POINT (-0.2643324 51.5979817),Montrose Avenue / Unitas Youth Zone,-0.2643324,51.5979817,bus_station
POINT (-0.3338494 51.5970453),Montrose Road,-0.3338494,51.5970453,bus_station
POINT (-0.499428 51.4791437),Moor Bridge,-0.499428,51.4791437,bus_station
POINT (-0.4985828 51.4788747),Moor Bridge,-0.4985828,51.4788747,bus_station
POINT (-0.4488103 51.5238516),Barwick Drive,-0.4488103,51.5238516,bus_station
POINT (-0.4482986 51.5237651),Lady Craig Court,-0.4482986,51.5237651,bus_station
POINT (-0.4781517 51.5185857),Moorfield Road,-0.4781517,51.5185857,bus_station
POINT (-0.0908686 51.5280577),Moorfields Eye Hospital,-0.0908686,51.5280577,bus_station
POINT (-0.0904506 51.5278088),Moorfields Eye Hospital,-0.0904506,51.5278088,bus_station
POINT (-0.1045476 51.4617986),Moorland Road,-0.1045476,51.4617986,bus_station
POINT (-0.104555 51.461416),Moorland Road,-0.104555,51.461416,bus_station
POINT (0.2674036 51.5619585),Hail & Ride Moor Lane,0.2674036,51.5619585,bus_station
POINT (0.2669475 51.5618136),Moor Lane,0.2669475,51.5618136,bus_station
POINT (0.2672769 51.5615625),Moor Lane,0.2672769,51.5615625,bus_station
POINT (-0.2185411 51.5592792),Mora Road,-0.2185411,51.5592792,bus_station
POINT (-0.2188485 51.5597778),Mora Road,-0.2188485,51.5597778,bus_station
POINT (-0.2190863 51.5600174),Mora Road,-0.2190863,51.5600174,bus_station
POINT (0.1771914 51.5995791),Moray Way,0.1771914,51.5995791,bus_station
POINT (0.1766811 51.5988978),Moray Way,0.1766811,51.5988978,bus_station
POINT (-0.2036531 51.392501),South Thames College,-0.2036531,51.392501,bus_station
POINT (-0.2033325 51.3914743),London Road / The George,-0.2033325,51.3914743,bus_station
POINT (-0.1954329 51.4011561),Morden Civic Centre,-0.1954329,51.4011561,bus_station
POINT (-0.1970953 51.3997414),Morden Court,-0.1970953,51.3997414,bus_station
POINT (-0.1970732 51.3994123),Morden Court,-0.1970732,51.3994123,bus_station
POINT (-0.1914687 51.403813),Kenley Road,-0.1914687,51.403813,bus_station
POINT (-0.1909129 51.4027896),Morden Hall,-0.1909129,51.4027896,bus_station
POINT (-0.0135333 51.4693152),Morden Hill,-0.0135333,51.4693152,bus_station
POINT (-0.0131796 51.4692105),Morden Hill,-0.0131796,51.4692105,bus_station
POINT (-0.1934453 51.4156166),Morden Road,-0.1934453,51.4156166,bus_station
POINT (-0.1935202 51.4155049),Morden Road,-0.1935202,51.4155049,bus_station
POINT (-0.0543606 51.6130939),Montagu Road,-0.0543606,51.6130939,bus_station
POINT (-0.1934514 51.3951924),Abbotsbury Road,-0.1934514,51.3951924,bus_station
POINT (-0.1934308 51.3950594),Abbotsbury Road,-0.1934308,51.3950594,bus_station
POINT (-0.030313 51.4290689),Moremead Road,-0.030313,51.4290689,bus_station
POINT (-0.3987286 51.5776721),Morford Way,-0.3987286,51.5776721,bus_station
POINT (-0.3990586 51.5781694),Morford Way,-0.3990586,51.5781694,bus_station
POINT (0.0147222 51.4120152),Morgan Road,0.0147222,51.4120152,bus_station
POINT (0.0151834 51.4123767),Morgan Road,0.0151834,51.4123767,bus_station
POINT (-0.4363028 51.5255374),Morgans Lane,-0.4363028,51.5255374,bus_station
POINT (-0.1712834 51.4786039),Morgans Walk,-0.1712834,51.4786039,bus_station
POINT (-0.0881288 51.3806744),Lower Addiscombe Road / Davidson Road,-0.0881288,51.3806744,bus_station
POINT (-0.0890729 51.3807512),Davidson Road,-0.0890729,51.3807512,bus_station
POINT (-0.0982925 51.5990703),Morley Avenue,-0.0982925,51.5990703,bus_station
POINT (-0.3044674 51.5946476),Morley Crescent West,-0.3044674,51.5946476,bus_station
POINT (-0.3049655 51.5944833),Morley Crescent West,-0.3049655,51.5944833,bus_station
POINT (-0.012336 51.4588185),Morley Road,-0.012336,51.4588185,bus_station
POINT (-0.0125049 51.458622),Morley Road,-0.0125049,51.458622,bus_station
POINT (-0.0468367 51.5465532),Ponsford Street,-0.0468367,51.5465532,bus_station
POINT (-0.1445984 51.5363023),Parkway,-0.1445984,51.5363023,bus_station
POINT (-0.4062237 51.5318987),Ayles Road,-0.4062237,51.5318987,bus_station
POINT (0.1339053 51.5317264),Dagenham Leisure Park,0.1339053,51.5317264,bus_station
POINT (0.13507 51.5312633),Dagenham Leisure Park,0.13507,51.5312633,bus_station
POINT (-0.0160744 51.5168944),Fawe Street,-0.0160744,51.5168944,bus_station
POINT (-0.0159084 51.5169338),Fawe Street,-0.0159084,51.5169338,bus_station
POINT (0.0479576 51.4904132),Morris Walk Estate,0.0479576,51.4904132,bus_station
POINT (0.0485979 51.4906069),Morris Walk Estate,0.0485979,51.4906069,bus_station
POINT (0.0571455 51.5246042),Mortimer Road,0.0571455,51.5246042,bus_station
POINT (-0.2641945 51.469911),Sheen Lane / Mortlake Station,-0.2641945,51.469911,bus_station
POINT (-0.2653938 51.4695941),Sheen Lane / Mortlake Station,-0.2653938,51.4695941,bus_station
POINT (-0.2594397 51.467938),Mortlake Bus Station,-0.2594397,51.467938,bus_station
POINT (-0.2870203 51.4823738),Mortlake Road,-0.2870203,51.4823738,bus_station
POINT (-0.2873687 51.4822402),Mortlake Road,-0.2873687,51.4822402,bus_station
POINT (-0.2791338 51.4688695),Mortlake Road,-0.2791338,51.4688695,bus_station
POINT (0.0318002 51.5144995),Mortlake Road,0.0318002,51.5144995,bus_station
POINT (-0.1365086 51.6231717),Morton Way,-0.1365086,51.6231717,bus_station
POINT (-0.1358687 51.6211746),Morton Way,-0.1358687,51.6211746,bus_station
POINT (-0.4762453 51.6048069),Mossendew Close,-0.4762453,51.6048069,bus_station
POINT (0.0761259 51.5910732),Mossford Lane,0.0761259,51.5910732,bus_station
POINT (0.0752041 51.5910165),Mossford Lane,0.0752041,51.5910165,bus_station
POINT (-0.2066728 51.4125854),Wilton Crescent,-0.2066728,51.4125854,bus_station
POINT (-0.206735 51.4124573),Wilton Crescent,-0.206735,51.4124573,bus_station
POINT (-0.2529335 51.3911841),Motspur Park,-0.2529335,51.3911841,bus_station
POINT (-0.2529716 51.3898637),Motspur Park,-0.2529716,51.3898637,bus_station
POINT (-0.2452623 51.3918653),Hail & Ride Hopton Gardens,-0.2452623,51.3918653,bus_station
POINT (-0.243592 51.3923799),Hail & Ride Hopton Gardens,-0.243592,51.3923799,bus_station
POINT (0.0475896 51.4338699),Mottingham / Prince Of Wales,0.0475896,51.4338699,bus_station
POINT (0.0488557 51.4331112),Mottingham / Prince Of Wales,0.0488557,51.4331112,bus_station
POINT (0.054216 51.4273769),Elmstead Lane / Mottingham Road,0.054216,51.4273769,bus_station
POINT (0.0540785 51.4270771),Mottingham Road,0.0540785,51.4270771,bus_station
POINT (0.0456333 51.4365149),Court Road / Mottingham Road,0.0456333,51.4365149,bus_station
POINT (0.0444744 51.4366569),Mottingham Road / Court Road,0.0444744,51.4366569,bus_station
POINT (0.045818 51.435774),Mottingham Road / Court Road,0.045818,51.435774,bus_station
POINT (-0.0466045 51.5399158),Moulins Road,-0.0466045,51.5399158,bus_station
POINT (-0.2466103 51.4509375),Mount Angelus Road,-0.2466103,51.4509375,bus_station
POINT (-0.2465538 51.4507871),Mount Angelus Road,-0.2465538,51.4507871,bus_station
POINT (-0.0621548 51.4340967),Mount Ash Road,-0.0621548,51.4340967,bus_station
POINT (-0.3129279 51.5215613),The Knoll,-0.3129279,51.5215613,bus_station
POINT (-0.3113493 51.5207491),Mount Avenue,-0.3113493,51.5207491,bus_station
POINT (-0.3012578 51.5246443),Hail & Ride Mount Avenue / Birkdale Road,-0.3012578,51.5246443,bus_station
POINT (-0.3005019 51.5244204),Hail & Ride Mount Avenue / Birkdale Road,-0.3005019,51.5244204,bus_station
POINT (-0.3039893 51.3885564),Mountcombe Close,-0.3039893,51.3885564,bus_station
POINT (-0.3047658 51.3890633),Mountcombe Close,-0.3047658,51.3890633,bus_station
POINT (-0.1242544 51.4354915),Mountearl Gardens,-0.1242544,51.4354915,bus_station
POINT (-0.0134762 51.6314143),Mount Echo Drive,-0.0134762,51.6314143,bus_station
POINT (-0.0134923 51.6322768),Mount Echo Drive,-0.0134923,51.6322768,bus_station
POINT (-0.1277916 51.4360028),Mount Ephraim Road,-0.1277916,51.4360028,bus_station
POINT (-0.1281416 51.4359499),Mount Ephraim Road,-0.1281416,51.4359499,bus_station
POINT (-0.1989082 51.5947514),Mountfield Road,-0.1989082,51.5947514,bus_station
POINT (-0.1988969 51.5941145),Mountfield Road,-0.1988969,51.5941145,bus_station
POINT (-0.2588399 51.6216499),Mount Grove,-0.2588399,51.6216499,bus_station
POINT (0.0081568 51.3824072),Boughton Avenue,0.0081568,51.3824072,bus_station
POINT (0.009636 51.3826663),Boughton Avenue,0.009636,51.3826663,bus_station
POINT (0.1461243 51.4345794),Mount Mascal Farm,0.1461243,51.4345794,bus_station
POINT (0.1463049 51.4344412),Mount Mascal Farm,0.1463049,51.4344412,bus_station
POINT (-0.3041211 51.5226902),Hail & Ride Mount Park Road,-0.3041211,51.5226902,bus_station
POINT (-0.1113283 51.5237717),Mount Pleasant,-0.1113283,51.5237717,bus_station
POINT (-0.1103936 51.5254281),Mount Pleasant,-0.1103936,51.5254281,bus_station
POINT (-0.1102984 51.5256075),Mount Pleasant,-0.1102984,51.5256075,bus_station
POINT (-0.1532129 51.649649),Hail & Ride Belmont Avenue,-0.1532129,51.649649,bus_station
POINT (-0.4926135 51.6059787),Mount Pleasant,-0.4926135,51.6059787,bus_station
POINT (-0.2947725 51.5420818),Mount Pleasant,-0.2947725,51.5420818,bus_station
POINT (-0.2275134 51.3715243),North Cheam / London Road,-0.2275134,51.3715243,bus_station
POINT (-0.2270255 51.371742),North Cheam / London Road,-0.2270255,51.371742,bus_station
POINT (-0.2277 51.3705634),North Cheam / London Road,-0.2277,51.3705634,bus_station
POINT (-0.2274388 51.370375),Church Hill Road,-0.2274388,51.370375,bus_station
POINT (-0.226682 51.3698909),Church Hill Road,-0.226682,51.3698909,bus_station
POINT (-0.2264291 51.3719254),Senhouse Road,-0.2264291,51.3719254,bus_station
POINT (-0.2259712 51.3726646),North Cheam / Sainsbury's,-0.2259712,51.3726646,bus_station
POINT (-0.2246544 51.3722746),North Cheam / Sainsbury's,-0.2246544,51.3722746,bus_station
POINT (-0.2240701 51.3747051),North Cheam Sports Club,-0.2240701,51.3747051,bus_station
POINT (-0.2241778 51.3743645),North Cheam Sports Club,-0.2241778,51.3743645,bus_station
POINT (-0.1526827 51.6073686),North Circular Road,-0.1526827,51.6073686,bus_station
POINT (-0.1523951 51.6074589),North Circular Road,-0.1523951,51.6074589,bus_station
POINT (0.0630661 51.5558342),North Circular Road,0.0630661,51.5558342,bus_station
POINT (-0.2203008 51.577436),Prince Charles Drive,-0.2203008,51.577436,bus_station
POINT (-0.2194753 51.5775098),North Circular Road,-0.2194753,51.5775098,bus_station
POINT (-0.2527106 51.5611575),Neasden Shopping Centre,-0.2527106,51.5611575,bus_station
POINT (-0.2546419 51.561054),Winslow Close,-0.2546419,51.561054,bus_station
POINT (-0.2127595 51.5814906),North Circular Road,-0.2127595,51.5814906,bus_station
POINT (-0.2133597 51.5817297),North Circular Road,-0.2133597,51.5817297,bus_station
POINT (-0.271403 51.5438281),North Circular Road,-0.271403,51.5438281,bus_station
POINT (-0.1096128 51.611057),Tottenhall Road,-0.1096128,51.611057,bus_station
POINT (-0.1094156 51.6112681),Tottenhall Road,-0.1094156,51.6112681,bus_station
POINT (-0.2537985 51.5523724),Yeats Close,-0.2537985,51.5523724,bus_station
POINT (0.0694988 51.5242042),North Circular Road,0.0694988,51.5242042,bus_station
POINT (-0.2730054 51.5456172),Stonebridge Park Station / Point Place,-0.2730054,51.5456172,bus_station
POINT (-0.2738605 51.5450854),Point Place,-0.2738605,51.5450854,bus_station
POINT (-0.2968772 51.5131788),North Common Road,-0.2968772,51.5131788,bus_station
POINT (-0.4701987 51.5548361),North Common Road,-0.4701987,51.5548361,bus_station
POINT (-0.469892 51.5547163),North Common Road,-0.469892,51.5547163,bus_station
POINT (-0.3807372 51.5115159),Abbotts Road,-0.3807372,51.5115159,bus_station
POINT (-0.3806901 51.5116244),Northcote Avenue,-0.3806901,51.5116244,bus_station
POINT (0.0883981 51.429212),Northcote Road,0.0883981,51.429212,bus_station
POINT (0.0890311 51.4287237),Northcote Road,0.0890311,51.4287237,bus_station
POINT (-0.0960802 51.3876456),Northcote Road / Legacy Youth Zone,-0.0960802,51.3876456,bus_station
POINT (-0.0952864 51.3874505),Windmill Road,-0.0952864,51.3874505,bus_station
POINT (-0.0259669 51.5996761),North Countess Road,-0.0259669,51.5996761,bus_station
POINT (-0.0264929 51.5995215),North Countess Road,-0.0264929,51.5995215,bus_station
POINT (-0.0753097 51.4574462),North Cross Road,-0.0753097,51.4574462,bus_station
POINT (-0.4173477 51.5658904),Northdown Close,-0.4173477,51.5658904,bus_station
POINT (-0.416788 51.565644),Northdown Close,-0.416788,51.565644,bus_station
POINT (-0.426777 51.4789389),Northrop Road,-0.426777,51.4789389,bus_station
POINT (-0.426339 51.4770841),Eastchurch Road,-0.426339,51.4770841,bus_station
POINT (0.0628541 51.348678),Hail & Ride Bogey Lane,0.0628541,51.348678,bus_station
POINT (0.0629668 51.3489427),Hail & Ride Bogey Lane,0.0629668,51.3489427,bus_station
POINT (0.0544121 51.3391203),Hail & Ride North End Lane,0.0544121,51.3391203,bus_station
POINT (0.0528694 51.3381439),North End Lane,0.0528694,51.3381439,bus_station
POINT (0.0659438 51.3509932),Hail & Ride North End Lane / Shire Lane,0.0659438,51.3509932,bus_station
POINT (0.1817997 51.4670832),Bridge Road / Northend Road,0.1817997,51.4670832,bus_station
POINT (0.1827655 51.467016),Bridge Road / Northend Road,0.1827655,51.467016,bus_station
POINT (-0.2108915 51.4951972),North End Road,-0.2108915,51.4951972,bus_station
POINT (-0.2123693 51.494741),North End Road,-0.2123693,51.494741,bus_station
POINT (-0.2010545 51.485899),North End Road,-0.2010545,51.485899,bus_station
POINT (-0.2017109 51.4856528),North End Road,-0.2017109,51.4856528,bus_station
POINT (-0.2003113 51.4806607),North End Road,-0.2003113,51.4806607,bus_station
POINT (-0.0686343 51.6243322),Hail & Ride Northern Avenue,-0.0686343,51.6243322,bus_station
POINT (-0.3185311 51.5110025),Northfield Avenue,-0.3185311,51.5110025,bus_station
POINT (-0.321329 51.5106795),Dean Gardens / Bedford Road,-0.321329,51.5106795,bus_station
POINT (-0.2835107 51.5413515),Kenmere Gardens,-0.2835107,51.5413515,bus_station
POINT (-0.2839795 51.5412241),Kenmere Gardens,-0.2839795,51.5412241,bus_station
POINT (-0.0470696 51.6417447),Orchard Road,-0.0470696,51.6417447,bus_station
POINT (-0.3927622 51.4844033),Northfield Road,-0.3927622,51.4844033,bus_station
POINT (-0.3924152 51.4842951),Northfield Road,-0.3924152,51.4842951,bus_station
POINT (-0.2712366 51.5225183),Northfields Road,-0.2712366,51.5225183,bus_station
POINT (-0.2715183 51.5223756),Northfields Road,-0.2715183,51.5223756,bus_station
POINT (-0.1747491 51.6124307),North Finchley High Road,-0.1747491,51.6124307,bus_station
POINT (-0.1750368 51.6123418),North Finchley High Road,-0.1750368,51.6123418,bus_station
POINT (-0.176494 51.6168276),Hail & Ride North Finchley High Road,-0.176494,51.6168276,bus_station
POINT (-0.1773516 51.6172954),Hail & Ride Woodside Park Road,-0.1773516,51.6172954,bus_station
POINT (0.0044682 51.4998044),North Greenwich Station,0.0044682,51.4998044,bus_station
POINT (0.0040637 51.4997755),North Greenwich Station,0.0040637,51.4997755,bus_station
POINT (0.0036887 51.4998288),North Greenwich Station,0.0036887,51.4998288,bus_station
POINT (0.0030432 51.5002588),North Greenwich Station,0.0030432,51.5002588,bus_station
POINT (0.0029742 51.5004777),North Greenwich Station,0.0029742,51.5004777,bus_station
POINT (0.0024691 51.4997546),North Greenwich Station,0.0024691,51.4997546,bus_station
POINT (0.0024479 51.4995082),North Greenwich Station,0.0024479,51.4995082,bus_station
POINT (-0.3618983 51.5866911),Station Road,-0.3618983,51.5866911,bus_station
POINT (-0.3615596 51.5865605),Station Road,-0.3615596,51.5865605,bus_station
POINT (-0.4318775 51.4795244),Hatton Road North,-0.4318775,51.4795244,bus_station
POINT (-0.1550281 51.5811765),North Hill,-0.1550281,51.5811765,bus_station
POINT (-0.1547813 51.5797473),North Hill Avenue,-0.1547813,51.5797473,bus_station
POINT (-0.1548134 51.5800355),North Hill Avenue,-0.1548134,51.5800355,bus_station
POINT (-0.3890501 51.4934742),Holly Farm Road,-0.3890501,51.4934742,bus_station
POINT (-0.3888305 51.4933143),Holly Farm Road,-0.3888305,51.4933143,bus_station
POINT (-0.4268729 51.5026158),North Hyde Road,-0.4268729,51.5026158,bus_station
POINT (-0.4265184 51.5022944),North Hyde Road,-0.4265184,51.5022944,bus_station
POINT (-0.1896001 51.6221338),Hail & Ride Northiam,-0.1896001,51.6221338,bus_station
POINT (-0.2261595 51.3346541),North Looe,-0.2261595,51.3346541,bus_station
POINT (-0.226727 51.335571),North Looe,-0.226727,51.335571,bus_station
POINT (-0.072021 51.6153188),Pymmes Park,-0.072021,51.6153188,bus_station
POINT (-0.0720984 51.6151757),Pymmes Park,-0.0720984,51.6151757,bus_station
POINT (-0.3600316 51.5540773),Northolt Fire Station,-0.3600316,51.5540773,bus_station
POINT (-0.3747222 51.549135),Hail & Ride Northolt High School,-0.3747222,51.549135,bus_station
POINT (-0.3748313 51.5489224),Hail & Ride Northolt High School,-0.3748313,51.5489224,bus_station
POINT (-0.3697091 51.5492296),Northolt Leisure Centre,-0.3697091,51.5492296,bus_station
POINT (-0.3687356 51.5493066),Northolt Leisure Centre,-0.3687356,51.5493066,bus_station
POINT (0.0135813 51.4281255),Northover,0.0135813,51.4281255,bus_station
POINT (-0.2278477 51.5181002),North Pole Road,-0.2278477,51.5181002,bus_station
POINT (-0.228057 51.5196013),North Pole Road,-0.228057,51.5196013,bus_station
POINT (-0.1185431 51.5501828),Holloway Delivery Office,-0.1185431,51.5501828,bus_station
POINT (-0.4601034 51.5044447),North Road,-0.4601034,51.5044447,bus_station
POINT (-0.4605713 51.504365),North Road,-0.4605713,51.504365,bus_station
POINT (0.1775639 51.5795027),North Street,0.1775639,51.5795027,bus_station
POINT (0.1778457 51.5794249),North Street,0.1778457,51.5794249,bus_station
POINT (0.0756194 51.5376295),North Street,0.0756194,51.5376295,bus_station
POINT (0.0753106 51.5377225),North Street,0.0753106,51.5377225,bus_station
POINT (0.0849456 51.4586767),Northumberland Avenue,0.0849456,51.4586767,bus_station
